"name","label","typeName","alias","country","dataset","dictionary","entity"
"NPROVI","Provincias","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PROVINCI"
"REDCODEN","División Provincial","integer","PROVINCIA","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PROVINCI"
"IDCOMUNA","Código Comuna","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","COMUNA"
"NCOMUNA","Comunas","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","COMUNA"
"REDCODEN","División Comunal","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","COMUNA"
"IDDIST","Distrito Censal","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","DISTRITO"
"NDISTRITO","Distritos","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","DISTRITO"
"IDAREA","Código de Area","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","AREA"
"AREA","Código de Area","integer","URBRUR","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","AREA"
"IDZC","Zona Censal/Localidad","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","ZONALOC"
"NLOCALIDAD","Localidades","string","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","ZONALOC"
"NVIV","Número de la Vivienda","integer","NUMOVIV","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"P01","Tipo de Vivienda","integer","TIPOVIV","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"P02","Ocupación de la Vivienda","integer","CONDOCUP","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"P03A","Material de los muros exteriores","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"P03B","Material en la cubierta del techo","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"P03C","Material de construcción del piso","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"P04","Número de piezas usadas exclusivamente como dormitorio","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"P05","Origen del Agua","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"CANT_HOG","Cantidad de Hogares","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"CANT_PER","Cantidad de Personas","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","VIVIENDA"
"NHOGAR","Número del hogar","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","HOGAR"
"TIPO_HOGAR","Tipo de hogar","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","HOGAR"
"PERSONAN","Número de la persona","integer","NUMOPER","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P07","Relación de parentesco","integer","PARENTES","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P08","Sexo","integer","SEXO","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P09","Edad","integer","EDAD","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P10","Residencia habitual","integer","LUGRES","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P10COMUNA","Comuna de Residencia Habitual","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P10PAIS","Pais de Residencia Habitual","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P10PAIS_GRUPO","Pais de Residencia Habitual(grupo)","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P11","Comuna de Residencia Anterior","integer","LUGRESANT","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P11COMUNA","Comuna de Residencia Anterior","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P11PAIS","Pais de Residencia Anterior","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P11PAIS_GRUPO","Pais de Residencia Anterior (grupo)","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P12","Comuna o pais de Nacimiento","integer","LUGNAC","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P12COMUNA","Comuna de Nacimiento","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P12PAIS","Pais de Nacimiento","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P12PAIS_GRUPO","Pais de Nacimiento(grupo)","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P12A_LLEGADA","Año de Llegada al País","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P12A_TRAMO","Período de Llegada al País","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P13","Asiste actualmente a educación formal","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P14","Curso o año más alto aprobado","integer","CURSO","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P15","Nivel del curso más alto aprobado","integer","NIVEL","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P15A","Completó el nivel especificado","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P16","Se considera perteneciente a pueblo indígena u originario","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P16A","Pueblo indígena u originario","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P16A_OTRO","Pueblo indígena u originario (Otros)","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P16A_GRUPO","Pueblo indígena u originario (Grupo)","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P17","Trabajó durante la semana pasada","integer","SLABORAL","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P19","Total hijos/as nacidos vivos","integer","HIJOS","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P20","Total hijos/as actualmente vivos","integer","HIJOSVIV","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P21M","Mes de nacimiento del último/a hijo/a","integer","MESHIJO","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P21A","Año de nacimiento de último hijo/a","integer","ANOHIJO","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"ESCOLARIDAD","Años de escolaridad","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"P18","Rama de la actividad económica","integer","","chile","CP2017CHL","data/extracted/CP2017CHL/BaseOrg16/CPV2017-16.dicx","PERSONA"
"CCDD","Departamento","string","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","DEPARTAM"
"NCCDD","Departamento","string","NDEPTO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","DEPARTAM"
"CCPP","Provincia","string","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PROVINCI"
"NCCPP","Provincia","string","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PROVINCI"
"CCDI","Distrito","string","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","DISTRITO"
"NCCDI","Distrito","string","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","DISTRITO"
"VAREA","V: Área concepto censal","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"ENCAREA","V: Área concepto encuesta","integer","AREA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P2","V: Condición de ocupación de la vivienda","integer","CONDOCUP","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P3","V: Material de construcción predominante en las paredes","integer","PARED","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P4","V: Material de construcción predominante en los techos","integer","TECHO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P5","V: Material de construcción predominante en los pisos","integer","PISO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P6","V: Abastecimiento de agua en la vivienda","integer","AGUAOROC","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P7","V: Servicio de agua - Todos los días de la semana","integer","DIARIO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P7A","V: Servicio de agua - En la semana ¿Cuántas horas por día?","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P7B","V: Servicio de agua - Solo algunos días a la semana","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P7C","V: Servicio de agua - Por los días de la semana ¿Cuántas horas al día?","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P8","V: ¿Pagan por el servicio de agua?","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P9","V: A qué empresa o entidad se paga por el servicio de agua","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P10","V: Servicio higiénico que tiene la vivienda","integer","HIGIENICO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P11","V: La vivienda tiene alumbrado eléctrico por red pública","integer","LUZ","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P12","V: Nro. de habitaciones que tiene en total la vivienda","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P13","V: Tenencia de la vivienda - La vivienda que ocupa es:","integer","TENENCIA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"TOTELD","V: Indicador de vivienda con adulto mayor","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"C2P1","V: Tipo de vivienda","integer","TIPOVIV","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","VIVIENDA"
"HNROHOG","Número Hogar","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"HAREA","H: Área concepto censal","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"HENCARE","H: Área concepto encuesta","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P11","H: La energía o combustible que utiliza para cocinar: electricidad","integer","ELECTRIC","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P12","H: La energía o combustible que utiliza para cocinar: gas (balón GLP)","integer","GAS","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P13","H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías)","integer","GASNAT","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P14","H: La energía o combustible que utiliza para cocinar: carbón","integer","CARBON","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P15","H: La energía o combustible que utiliza para cocinar: leña","integer","LEÑA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P16","H: La energía o combustible que utiliza para cocinar: bosta, estiércol","integer","BOSTA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P17","H: La energía o combustible que utiliza para cocinar: otros (residuos agrícolas, etc.)","integer","OTRO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P18","H: La energía o combustible que utiliza para cocinar: NO COCINAN","integer","NOCOCINA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P21","H: Su hogar tiene: Equipo de sonido","integer","EQSONIDO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P22","H: Su hogar tiene: Televisor a color","integer","TVCOLOR","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P23","H: Su hogar tiene: Cocina a gas","integer","COCINGAS","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P24","H: Su hogar tiene: Refrigeradora o congeladora","integer","REFRIG","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P25","H: Su hogar tiene: Lavadora de ropa","integer","LAVADORA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P26","H: Su hogar tiene: Horno microondas","integer","HORNOMIC","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P27","H: Su hogar tiene: Licuadora","integer","LICUADORA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P28","H: Su hogar tiene: Plancha eléctrica","integer","PLANCHA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P29","H: Su hogar tiene: Computadora/Laptop/Tablet","integer","PC","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P210","H: Su hogar tiene: Teléfono celular","integer","CELULAR","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P211","H: Su hogar tiene: Teléfono fijo","integer","TELEFIJO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P212","H: Su hogar tiene: Conexión a TV por cable o satelital","integer","CABLE","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P213","H: Su hogar tiene: Conexión a Internet","integer","INTERNET","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P214","H: Su hogar tiene: Automóvil, camioneta","integer","CARRO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P215","H: Su hogar tiene: Motocicleta","integer","MOTO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P216","H: Su hogar tiene: Lancha, bote motor, peque peque, canoa","integer","LANCHA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P3","H: Personas que eran miembros de este hogar, viven en otro país","integer","EMIGHOG","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"C3P3A","H: Nro. de personas en este hogar que viven en otro país","integer","TOTEMIG","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"sexjef","H: Sexo del jefe del hogar","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"sexcon","H: Sexo del Esposo/a o compañero/a del hogar","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","HOGAR"
"PAREA","P: Área concepto censal","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"PENCARE","P: Área concepto encuesta","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P1","P: Relación de parentesco con el jefe del hogar","integer","PARENTES","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P2","P: Sexo","integer","SEXO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P41","P: Edad en años","integer","EDAD","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P41M","P: Edad en meses","integer","EDADES","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P5","P: ¿Vive permanentemente en este distrito?","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P5BCOD","P: Departamento donde vive permanentemente","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P6","P: ¿Hace 5 años vivía en este distrito?","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P6BCOD","P: Departamento donde vivía hace 5 años","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P7","P: Cuándo ud nació ¿Vivía su madre en este distrito?","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P7BCOD","P: Departamento donde vivía su madre","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P81","P: Población afiliada: al SIS","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P82","P: Población afiliada: a EsSalud","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P83","P: Población afiliada: a seguro de fuerzas armadas o policiales","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P84","P: Población afiliada: a seguro privado de salud","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P85","P: Población afiliada: a otro seguro","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P86","P: Población afiliada: a ningún seguro","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P91","P: Población con discapacidad: Ver","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P92","P: Población con discapacidad: Oír","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P93","P: Población con discapacidad: Hablar","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P94","P: Población con discapacidad: Moverse o caminar para usar brazos y piernas","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P95","P: Población con discapacidad: Entender o aprender","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P96","P: Población con discapacidad: Relacionarse con los demás","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P97","P: Población con discapacidad: Ninguna","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P10A","P: Tipo de documento nacional de identidad","integer","IDENTIDAD","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P11","P3a+: Idioma o lengua con el que aprendió hablar","integer","IDIOMA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P12","P3a+: Sabe leer y escribir","integer","SABELEER","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P13NIV","P3a+: Último nivel de estudio que aprobó","integer","NIVEL","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P13GRA","P3a+: Último grado que aprobó en Primaria","integer","GRADOPRI","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P13ANIOP","P3a+: Último año que aprobó en Primaria","integer","ANIOPRI","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P13ANIOS","P3a+: Último año que aprobó en Secundaria","integer","ANIOSEC","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P13ANIOE","P3a+: Último año que aprobó en Básica Especial","integer","ANIOBAS","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P14","P3a+: Actualmente - Asiste a algún colegio, instituto o universidad","integer","PASISTE","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P15","P3a+: La institución educativa al que asiste está ubicada:","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P15BCOD","P3a+: Departamento de la Institución a la que asiste","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P16","P5a+: La semana pasada - Trabajó por algún pago en dinero o especie","integer","TRABAJO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P17","P5a+: La semana pasada - ¿Qué hacia?","integer","QHACIA","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P18","P5a+: La semana pasada estuvo buscando trabajo activamente","integer","BUSCOTRAB","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P19CODA","P5a+: La semana pasada, segúngran grupo, ¿Cuál es la ocupación principal?","integer","OCUPAGRP","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P20CODA","P5a+: La semana pasada, según sección, ¿A qué actividad se dedicó el negocio?","integer","RAMAGRP","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P19COD","P5a+: La semana pasada ¿Cuál es la ocupación principal?","integer","OCUPACION","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P20COD","P5a+: La semana pasada a qué actividad se dedicó el negocio, organismo o empresa en la que trabajó","integer","RAMACT","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P21","P5a+: En su centro de trabajo se desempeñó como:","integer","DESEMPENO","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P22","P5a+: En su centro de trabajo laboraron:","integer","NLABORARON","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P23","P5a+: Su centro de trabajo está ubicado","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P23BCOD","P5a+: Departamento donde está ubicado su centro trabajo","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P24","P12a+: Estado civil o conyugal","integer","ECIVIL","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P25","P12a+: Por sus costumbres y sus antepasados Ud. se considera:","integer","AUTOINDG","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P26","P12a+: Religión que profesa","integer","RELIGION","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P27","Pm12a+: Nro. total de hijos/as que ha tenido - Nacidos vivos","integer","NHIJOSNV","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P271","Pm12a+: Ningún hijo nacido vivo","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P28","Pm12a+: Nro. total de hijos/as que actualmente - Están vivos","integer","NHIJOSAV","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P281","Pm12a+: Ningún hijo actualmente vivo","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
