country,dataset,entity,name,label,typeName,tema_detectado
argentina,CP2010ARG,PERSONA,P2715,"La semana pasada, estuvo de licencia por vacaciones o enfermedad",integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P2816,"En las últimas 4 semanas, estuvo buscando trabajo",integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P31,Tamaño del establecimiento,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P32,Categoría ocupacional,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P33,Sector en el que trabaja,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P34,Le descuentan para jubilación,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P34C,Le descuentan para jubilación,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P35,Aporta para jubilación,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P35C,Aporta para la jubilación,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P36,Tuvo hijos/as nacidos vivos,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P37,Hijos nacidos vivos en total,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P38,Hijos vivos actualmente,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P39,Fecha último hijo nacido vivo,string,sin_clasificar
argentina,CP2010ARG,PERSONA,P39A,Año,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P39M,Mes,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,RAMA,Rama de actividad,integer,sin_clasificar
argentina,CP2010ARG,PROV,IDPROV,Provincia,string,sin_clasificar
argentina,CP2010ARG,PROV,NOMPROV,Provincia,string,sin_clasificar
argentina,CP2010ARG,PROV,PROV,Provincia,integer,sin_clasificar
argentina,CP2010ARG,RADIO,IDRADIO,Radio,string,sin_clasificar
argentina,CP2010ARG,SEG,IDSEG,Segmento,string,sin_clasificar
argentina,CP2010ARG,VIVIENDA,CC1,Inundaciones en últimos cinco años,integer,sin_clasificar
argentina,CP2010ARG,VIVIENDA,CC10,Ubicado en Villa de emergencia o asentamiento,integer,sin_clasificar
argentina,CP2010ARG,VIVIENDA,CC11,Ubicado en barrio plan o monoblock,integer,sin_clasificar
argentina,CP2010ARG,VIVIENDA,CC12,Ubicado en country o barrio cerrado,integer,sin_clasificar
argentina,CP2010ARG,VIVIENDA,CC13,Existencia de al menos de una cuadra pavimentada,integer,sin_clasificar
argentina,CP2010ARG,VIVIENDA,CC14,Existencia de al menos una boca de tormenta,integer,sin_clasificar
argentina,CP2010ARG,VIVIENDA,CC15,Existencia de alumbrado público,integer,sin_clasificar
